transaction_id,customer_id,account_type,transaction_date,transaction_type,merchant_category,transaction_channel,transaction_amount,transaction_status,state
TXN0000002230,CUST000028,Credit Card,2026-06-28,Debit,Travel,UPI,15977.94,Success,Kansas
TXN0000002231,CUST000028,Savings Account,2025-07-31,Credit,Salary Credit,UPI,227224.53,Success,Kansas
TXN0000002232,CUST000028,Credit Card,2025-10-11,Credit,Salary Credit,Mobile Banking,232996.9,Success,Kansas
TXN0000002233,CUST000028,Credit Card,2026-07-08,Credit,Salary Credit,POS,180168.5,Success,Kansas
TXN0000002234,CUST000028,Credit Card,2025-09-11,Debit,Utilities,UPI,21905.54,Success,Kansas
TXN0000002235,CUST000028,Savings Account,2025-12-26,Debit,Travel,POS,18445.6,Success,Kansas
TXN0000002236,CUST000028,Credit Card,2026-03-07,Debit,Fuel,UPI,2328.3,Success,Kansas
TXN0000002237,CUST000028,Savings Account,2025-09-22,Debit,Shopping,Internet Banking,17310.62,Success,Kansas
TXN0000002238,CUST000028,Savings Account,2026-05-17,Debit,Travel,UPI,6943.82,Success,Kansas
TXN0000002239,CUST000028,Savings Account,2025-12-31,Credit,Salary Credit,Internet Banking,55537.28,Success,Kansas
TXN0000002240,CUST000028,Credit Card,2026-03-23,Debit,Insurance,Mobile Banking,12865.01,Success,Kansas
TXN0000002241,CUST000028,Savings Account,2026-06-16,Credit,Cash Deposit,UPI,46039.79,Success,Kansas
TXN0000002242,CUST000028,Credit Card,2026-03-20,Debit,Groceries,Internet Banking,22962.47,Success,Kansas
TXN0000002243,CUST000028,Credit Card,2026-07-08,Credit,Salary Credit,UPI,138332.6,Success,Kansas
TXN0000002244,CUST000028,Savings Account,2026-05-20,Debit,Fuel,Internet Banking,14118.32,Failed,Kansas
TXN0000002245,CUST000028,Savings Account,2026-06-15,Debit,Restaurant,Mobile Banking,6583.79,Success,Kansas
TXN0000002246,CUST000028,Credit Card,2026-03-15,Debit,Groceries,POS,4846.22,Success,Kansas
TXN0000002247,CUST000028,Credit Card,2025-07-22,Debit,Utilities,UPI,21997.79,Success,Kansas
TXN0000002248,CUST000028,Savings Account,2025-12-29,Debit,Travel,UPI,5613.0,Success,Kansas
TXN0000002249,CUST000028,Savings Account,2026-03-22,Debit,Travel,UPI,13190.34,Success,Kansas
TXN0000002250,CUST000028,Credit Card,2025-11-19,Debit,Shopping,UPI,21290.94,Success,Kansas
TXN0000002251,CUST000028,Credit Card,2026-04-11,Credit,Salary Credit,Mobile Banking,152641.07,Success,Kansas
TXN0000002252,CUST000028,Savings Account,2026-03-30,Debit,Fuel,UPI,8546.63,Success,Kansas
TXN0000002253,CUST000028,Savings Account,2025-07-18,Debit,Shopping,Mobile Banking,27890.18,Success,Kansas
TXN0000002254,CUST000028,Credit Card,2025-12-18,Debit,Utilities,Mobile Banking,16472.74,Success,Kansas
TXN0000002255,CUST000028,Savings Account,2026-05-05,Debit,Utilities,POS,4921.33,Success,Kansas
TXN0000002256,CUST000028,Savings Account,2026-01-16,Debit,Travel,UPI,16766.44,Success,Kansas
TXN0000002257,CUST000028,Savings Account,2025-12-02,Debit,Fuel,Mobile Banking,16918.32,Success,Kansas
TXN0000002258,CUST000028,Savings Account,2025-10-16,Debit,Groceries,Internet Banking,23910.82,Success,Kansas
TXN0000002259,CUST000028,Credit Card,2025-11-15,Debit,Shopping,UPI,19381.78,Success,Kansas
TXN0000002260,CUST000028,Savings Account,2025-08-02,Debit,Travel,Mobile Banking,1868.84,Success,Kansas
TXN0000002261,CUST000028,Savings Account,2026-05-27,Credit,Cash Deposit,UPI,43817.6,Success,Kansas
TXN0000002262,CUST000028,Credit Card,2026-06-09,Debit,Healthcare,Mobile Banking,13730.39,Success,Kansas
TXN0000002263,CUST000028,Credit Card,2025-12-26,Debit,Restaurant,Mobile Banking,21857.54,Success,Kansas
TXN0000002264,CUST000028,Savings Account,2026-05-26,Debit,Shopping,UPI,9405.99,Success,Kansas
TXN0000002265,CUST000028,Savings Account,2026-04-22,Debit,Restaurant,UPI,16660.39,Success,Kansas
TXN0000002266,CUST000028,Credit Card,2026-06-18,Debit,Shopping,UPI,23860.99,Success,Kansas
TXN0000002267,CUST000028,Savings Account,2025-12-27,Debit,Groceries,Internet Banking,2416.74,Success,Kansas
TXN0000002268,CUST000028,Credit Card,2025-12-27,Debit,Fuel,POS,15960.83,Success,Kansas
TXN0000002269,CUST000028,Credit Card,2025-12-31,Debit,Groceries,UPI,8812.87,Success,Kansas
TXN0000002270,CUST000028,Savings Account,2025-09-29,Debit,Healthcare,UPI,23769.06,Success,Kansas
TXN0000002271,CUST000028,Credit Card,2025-08-26,Debit,Groceries,UPI,7029.58,Success,Kansas
TXN0000002272,CUST000028,Savings Account,2026-05-05,Credit,Interest Credit,Mobile Banking,200188.11,Success,Kansas
TXN0000002273,CUST000028,Savings Account,2025-09-27,Debit,Groceries,UPI,4549.9,Success,Kansas
TXN0000002274,CUST000028,Savings Account,2025-10-01,Debit,Fuel,Mobile Banking,22265.26,Success,Kansas
TXN0000002275,CUST000028,Savings Account,2025-10-11,Debit,Education,UPI,15954.24,Success,Kansas
TXN0000002276,CUST000028,Credit Card,2025-08-26,Debit,Fuel,UPI,20516.99,Success,Kansas
TXN0000002277,CUST000028,Credit Card,2025-12-12,Debit,Shopping,Internet Banking,19710.4,Success,Kansas
TXN0000002278,CUST000028,Credit Card,2026-03-21,Debit,Travel,UPI,22937.9,Success,Kansas
TXN0000002279,CUST000028,Credit Card,2026-02-09,Credit,Salary Credit,UPI,128942.19,Success,Kansas
TXN0000002280,CUST000028,Credit Card,2026-06-17,Debit,Groceries,UPI,28438.11,Success,Kansas
TXN0000002281,CUST000028,Savings Account,2026-02-08,Debit,Utilities,POS,11702.38,Success,Kansas
TXN0000002282,CUST000028,Credit Card,2025-12-10,Credit,Cash Deposit,POS,175449.48,Success,Kansas
TXN0000002283,CUST000028,Savings Account,2026-03-15,Credit,Salary Credit,POS,240993.63,Success,Kansas
TXN0000002284,CUST000028,Credit Card,2026-01-20,Debit,Restaurant,UPI,15528.13,Success,Kansas
TXN0000002285,CUST000028,Credit Card,2026-06-19,Debit,Restaurant,Internet Banking,21218.53,Success,Kansas
TXN0000002286,CUST000028,Savings Account,2026-03-24,Debit,Investment,UPI,9449.91,Success,Kansas
TXN0000002287,CUST000028,Savings Account,2025-12-18,Debit,Groceries,POS,16260.16,Success,Kansas
TXN0000002288,CUST000028,Credit Card,2025-10-12,Debit,Healthcare,Internet Banking,3611.67,Success,Kansas
TXN0000002289,CUST000028,Savings Account,2025-09-08,Credit,Salary Credit,Mobile Banking,35874.33,Success,Kansas
TXN0000002290,CUST000028,Savings Account,2026-06-18,Debit,Shopping,ATM,4906.5,Success,Kansas
TXN0000002291,CUST000028,Credit Card,2026-01-22,Credit,Cash Deposit,Mobile Banking,240147.38,Failed,Kansas
TXN0000002292,CUST000028,Savings Account,2026-07-03,Debit,Entertainment,Mobile Banking,25892.98,Success,Kansas
TXN0000002293,CUST000028,Credit Card,2025-12-08,Debit,Groceries,POS,24509.93,Success,Kansas
TXN0000002294,CUST000028,Credit Card,2026-01-19,Debit,Restaurant,UPI,27805.47,Success,Kansas
TXN0000002295,CUST000028,Savings Account,2025-12-08,Debit,Fuel,Mobile Banking,9225.83,Success,Kansas
TXN0000002296,CUST000028,Credit Card,2026-05-01,Credit,Cash Deposit,ATM,113146.32,Success,Kansas
TXN0000002297,CUST000028,Credit Card,2026-05-14,Debit,Restaurant,Mobile Banking,24446.89,Success,Kansas
TXN0000002298,CUST000028,Savings Account,2025-12-12,Debit,Shopping,Mobile Banking,14843.06,Success,Kansas
TXN0000002299,CUST000028,Savings Account,2026-06-01,Debit,Groceries,ATM,7251.98,Success,Kansas
TXN0000002300,CUST000028,Savings Account,2025-07-17,Debit,Fuel,UPI,3225.59,Success,Kansas
TXN0000002301,CUST000028,Savings Account,2026-01-02,Debit,Groceries,Mobile Banking,16547.05,Success,Kansas
TXN0000002302,CUST000028,Credit Card,2026-06-15,Debit,Fuel,UPI,15278.89,Success,Kansas
TXN0000002303,CUST000028,Savings Account,2026-04-01,Debit,Utilities,Mobile Banking,13368.96,Success,Kansas
TXN0000002304,CUST000029,Savings Account,2026-06-25,Debit,Groceries,Mobile Banking,12327.1,Success,California
TXN0000002305,CUST000029,Savings Account,2026-03-19,Debit,Groceries,UPI,28268.97,Success,California
TXN0000002306,CUST000029,Credit Card,2025-09-19,Debit,Groceries,POS,13464.01,Success,California
TXN0000002307,CUST000029,Savings Account,2025-08-24,Debit,Shopping,ATM,23128.51,Success,California
TXN0000002308,CUST000029,Savings Account,2026-02-03,Debit,Fuel,UPI,22740.24,Success,California
TXN0000002309,CUST000029,Credit Card,2026-03-09,Debit,Restaurant,UPI,13975.47,Success,California
TXN0000002310,CUST000029,Savings Account,2026-03-22,Debit,Restaurant,UPI,26918.02,Success,California
TXN0000002311,CUST000029,Credit Card,2025-07-20,Debit,Healthcare,Internet Banking,2548.61,Success,California
TXN0000002312,CUST000029,Loan Account,2026-06-05,Debit,Groceries,POS,11679.04,Success,California
TXN0000002313,CUST000029,Credit Card,2025-09-13,Debit,Groceries,Mobile Banking,1457.43,Success,California
TXN0000002314,CUST000029,Credit Card,2025-08-23,Debit,Restaurant,Mobile Banking,17610.83,Success,California
TXN0000002315,CUST000029,Loan Account,2025-09-04,Debit,Travel,POS,9595.94,Success,California
TXN0000002316,CUST000029,Loan Account,2026-02-07,Debit,Healthcare,UPI,25771.86,Success,California
TXN0000002317,CUST000029,Savings Account,2026-01-20,Debit,Restaurant,POS,19466.53,Success,California
TXN0000002318,CUST000029,Savings Account,2026-04-10,Debit,Travel,POS,26732.81,Success,California
TXN0000002319,CUST000029,Savings Account,2025-11-30,Debit,Insurance,UPI,24405.25,Success,California
TXN0000002320,CUST000029,Loan Account,2025-11-08,Debit,Loan EMI,Internet Banking,12826.75,Success,California
TXN0000002321,CUST000029,Loan Account,2025-11-24,Debit,Shopping,Mobile Banking,13113.41,Success,California
TXN0000002322,CUST000029,Loan Account,2026-03-18,Debit,Restaurant,UPI,29846.06,Success,California
TXN0000002323,CUST000029,Loan Account,2026-04-29,Debit,Investment,Mobile Banking,19855.5,Success,California
TXN0000002324,CUST000029,Savings Account,2026-01-13,Debit,Groceries,UPI,24744.42,Success,California
TXN0000002325,CUST000029,Loan Account,2025-11-28,Credit,Salary Credit,Internet Banking,57052.66,Success,California
TXN0000002326,CUST000029,Credit Card,2025-10-03,Debit,Insurance,POS,5270.03,Success,California
TXN0000002327,CUST000029,Credit Card,2026-01-13,Debit,Fuel,UPI,23724.42,Success,California
TXN0000002328,CUST000029,Credit Card,2026-05-19,Debit,Insurance,POS,1433.06,Success,California
TXN0000002329,CUST000029,Loan Account,2026-01-17,Debit,Groceries,POS,6518.31,Failed,California
TXN0000002330,CUST000029,Loan Account,2026-04-23,Debit,Fuel,UPI,6569.19,Success,California
TXN0000002331,CUST000029,Savings Account,2026-06-23,Debit,Fuel,ATM,15761.91,Success,California
TXN0000002332,CUST000029,Loan Account,2025-11-28,Debit,Healthcare,Internet Banking,1028.37,Success,California
TXN0000002333,CUST000029,Credit Card,2025-10-24,Credit,Salary Credit,UPI,249649.79,Success,California
TXN0000002334,CUST000029,Savings Account,2026-06-14,Debit,Groceries,Mobile Banking,18744.81,Success,California
TXN0000002335,CUST000029,Loan Account,2025-09-01,Debit,Groceries,UPI,19800.27,Success,California
TXN0000002336,CUST000029,Loan Account,2025-10-14,Debit,Groceries,UPI,12825.94,Success,California
TXN0000002337,CUST000029,Loan Account,2026-01-01,Debit,Shopping,UPI,12922.91,Success,California
TXN0000002338,CUST000029,Credit Card,2025-12-20,Debit,Groceries,UPI,15362.8,Success,California
TXN0000002339,CUST000029,Credit Card,2025-07-30,Debit,Shopping,UPI,5052.18,Success,California
TXN0000002340,CUST000029,Credit Card,2025-08-22,Debit,Groceries,Internet Banking,24161.34,Success,California
TXN0000002341,CUST000029,Loan Account,2026-06-04,Credit,Investment Redemption,POS,245946.05,Success,California
TXN0000002342,CUST000029,Savings Account,2026-03-31,Debit,Shopping,POS,16195.46,Success,California
TXN0000002343,CUST000029,Credit Card,2026-04-12,Debit,Groceries,Mobile Banking,4847.3,Success,California
TXN0000002344,CUST000029,Credit Card,2026-07-03,Credit,Salary Credit,Mobile Banking,130118.38,Success,California
TXN0000002345,CUST000029,Savings Account,2026-07-08,Credit,Investment Redemption,UPI,177557.36,Success,California
TXN0000002346,CUST000029,Credit Card,2026-05-02,Debit,Shopping,Mobile Banking,24929.85,Success,California
TXN0000002347,CUST000029,Credit Card,2026-05-31,Debit,Loan EMI,UPI,11903.45,Success,California
TXN0000002348,CUST000029,Savings Account,2025-09-15,Debit,Fuel,Internet Banking,18184.1,Success,California
TXN0000002349,CUST000029,Savings Account,2025-11-30,Debit,Shopping,Mobile Banking,15797.79,Success,California
TXN0000002350,CUST000029,Savings Account,2025-12-17,Credit,Salary Credit,UPI,71100.32,Success,California
TXN0000002351,CUST000029,Loan Account,2025-10-19,Debit,Groceries,Mobile Banking,14432.95,Success,California
TXN0000002352,CUST000029,Credit Card,2025-09-10,Debit,Groceries,UPI,5682.83,Success,California
TXN0000002353,CUST000029,Credit Card,2026-04-12,Debit,Utilities,Mobile Banking,8571.85,Success,California
TXN0000002354,CUST000029,Credit Card,2026-03-11,Debit,Insurance,Internet Banking,23747.44,Success,California
TXN0000002355,CUST000029,Savings Account,2025-10-18,Credit,Salary Credit,UPI,210072.43,Success,California
TXN0000002356,CUST000029,Credit Card,2026-06-27,Debit,Fuel,UPI,1845.55,Success,California
TXN0000002357,CUST000029,Savings Account,2025-11-18,Debit,Restaurant,UPI,19462.85,Success,California
TXN0000002358,CUST000029,Loan Account,2026-04-24,Debit,Education,Mobile Banking,15397.47,Success,California
TXN0000002359,CUST000029,Loan Account,2026-04-12,Debit,Healthcare,UPI,11907.39,Success,California
TXN0000002360,CUST000029,Loan Account,2025-08-05,Debit,Fuel,Mobile Banking,5617.3,Success,California
TXN0000002361,CUST000029,Credit Card,2025-12-13,Debit,Restaurant,UPI,13971.19,Success,California
TXN0000002362,CUST000029,Loan Account,2026-04-28,Debit,Restaurant,UPI,23332.62,Success,California
TXN0000002363,CUST000029,Loan Account,2025-10-08,Debit,Shopping,UPI,18230.96,Success,California
TXN0000002364,CUST000029,Loan Account,2026-06-30,Debit,Shopping,UPI,18659.88,Success,California
TXN0000002365,CUST000029,Loan Account,2025-07-19,Debit,Investment,Mobile Banking,25675.3,Success,California
TXN0000002366,CUST000029,Loan Account,2026-03-02,Debit,Restaurant,POS,29275.27,Success,California
TXN0000002367,CUST000029,Loan Account,2025-08-30,Debit,Groceries,UPI,26592.24,Success,California
TXN0000002368,CUST000029,Loan Account,2025-10-22,Debit,Utilities,POS,9223.41,Success,California
TXN0000002369,CUST000029,Credit Card,2026-04-08,Debit,Investment,UPI,21163.13,Success,California
TXN0000002370,CUST000029,Loan Account,2026-04-04,Debit,Shopping,POS,14850.44,Success,California
TXN0000002371,CUST000029,Savings Account,2025-08-21,Debit,Fuel,Mobile Banking,23627.19,Success,California
TXN0000002372,CUST000029,Loan Account,2025-09-17,Debit,Restaurant,POS,15281.66,Success,California
TXN0000002373,CUST000029,Credit Card,2025-10-17,Debit,Healthcare,Mobile Banking,5463.54,Success,California
TXN0000002374,CUST000029,Loan Account,2025-10-13,Debit,Healthcare,POS,23925.31,Success,California
TXN0000002375,CUST000029,Loan Account,2026-02-21,Debit,Utilities,UPI,23979.75,Success,California
TXN0000002376,CUST000029,Loan Account,2025-08-25,Debit,Education,UPI,22911.45,Success,California
TXN0000002377,CUST000029,Loan Account,2026-04-09,Debit,Groceries,UPI,20517.33,Success,California
TXN0000002378,CUST000029,Credit Card,2025-11-15,Debit,Shopping,Mobile Banking,8284.97,Success,California
TXN0000002379,CUST000029,Loan Account,2026-03-04,Debit,Shopping,UPI,24641.57,Success,California
TXN0000002380,CUST000029,Credit Card,2026-03-17,Debit,Restaurant,UPI,17705.54,Success,California
TXN0000002381,CUST000029,Credit Card,2025-12-13,Debit,Loan EMI,Mobile Banking,27789.36,Success,California
TXN0000002382,CUST000029,Credit Card,2025-11-03,Debit,Utilities,POS,10508.54,Success,California
TXN0000002383,CUST000029,Loan Account,2026-03-17,Credit,Salary Credit,UPI,242941.3,Success,California
TXN0000002384,CUST000029,Savings Account,2025-10-23,Debit,Restaurant,UPI,23668.79,Success,California
TXN0000002385,CUST000029,Loan Account,2026-02-24,Debit,Shopping,ATM,1744.12,Success,California
TXN0000002386,CUST000029,Credit Card,2025-07-25,Credit,Cash Deposit,UPI,28517.29,Success,California
TXN0000002387,CUST000029,Loan Account,2025-10-19,Debit,Groceries,ATM,9891.96,Success,California
TXN0000002388,CUST000029,Savings Account,2026-06-14,Debit,Insurance,POS,27502.53,Success,California
TXN0000002389,CUST000029,Savings Account,2026-01-03,Debit,Fuel,Mobile Banking,7844.52,Success,California
TXN0000002390,CUST000029,Credit Card,2026-03-27,Debit,Fuel,UPI,14156.63,Success,California
TXN0000002391,CUST000029,Credit Card,2025-10-13,Debit,Shopping,Mobile Banking,26696.87,Success,California
TXN0000002392,CUST000029,Loan Account,2026-02-22,Debit,Shopping,UPI,10202.29,Success,California
TXN0000002393,CUST000029,Savings Account,2026-06-20,Debit,Education,UPI,24269.09,Success,California
TXN0000002394,CUST000029,Loan Account,2025-09-09,Debit,Shopping,Mobile Banking,16347.15,Success,California
TXN0000002395,CUST000030,Credit Card,2026-01-05,Debit,Utilities,POS,876.64,Success,Colorado
TXN0000002396,CUST000030,Savings Account,2026-04-29,Debit,Shopping,UPI,5153.08,Success,Colorado
TXN0000002397,CUST000030,Credit Card,2025-09-13,Debit,Insurance,UPI,4677.57,Success,Colorado
TXN0000002398,CUST000030,Savings Account,2026-04-29,Debit,Shopping,UPI,2708.99,Success,Colorado
TXN0000002399,CUST000030,Credit Card,2025-09-10,Debit,Fuel,Internet Banking,4470.73,Success,Colorado
TXN0000002400,CUST000030,Credit Card,2026-04-08,Debit,Travel,Mobile Banking,4746.89,Success,Colorado
TXN0000002401,CUST000030,Credit Card,2026-01-19,Debit,Restaurant,UPI,800.08,Success,Colorado
TXN0000002402,CUST000030,Credit Card,2025-12-30,Credit,Salary Credit,UPI,6773.1,Success,Colorado
TXN0000002403,CUST000030,Savings Account,2026-01-23,Debit,Travel,UPI,529.21,Success,Colorado
TXN0000002404,CUST000030,Savings Account,2025-08-18,Debit,Groceries,UPI,2105.59,Success,Colorado
TXN0000002405,CUST000030,Credit Card,2025-12-23,Debit,Groceries,UPI,692.18,Success,Colorado
TXN0000002406,CUST000030,Savings Account,2025-12-04,Credit,Salary Credit,Mobile Banking,27481.3,Success,Colorado
TXN0000002407,CUST000030,Savings Account,2026-07-05,Debit,Shopping,ATM,5701.8,Success,Colorado
TXN0000002408,CUST000030,Credit Card,2026-03-23,Debit,Investment,Mobile Banking,4251.74,Success,Colorado
TXN0000002409,CUST000030,Savings Account,2026-05-01,Debit,Groceries,Internet Banking,4900.05,Success,Colorado
TXN0000002410,CUST000030,Savings Account,2025-08-22,Debit,Groceries,Mobile Banking,944.95,Success,Colorado
TXN0000002411,CUST000030,Savings Account,2025-12-08,Debit,Shopping,UPI,147.88,Success,Colorado
TXN0000002412,CUST000030,Savings Account,2025-11-09,Debit,Utilities,UPI,2832.8,Success,Colorado
TXN0000002413,CUST000030,Credit Card,2025-11-05,Debit,Restaurant,UPI,1143.95,Success,Colorado
TXN0000002414,CUST000030,Savings Account,2025-12-26,Debit,Entertainment,UPI,3416.04,Success,Colorado
TXN0000002415,CUST000030,Credit Card,2025-12-25,Debit,Groceries,UPI,940.43,Success,Colorado
TXN0000002416,CUST000030,Savings Account,2025-11-25,Debit,Utilities,POS,2415.72,Success,Colorado
TXN0000002417,CUST000030,Credit Card,2026-03-19,Debit,Groceries,UPI,2797.28,Success,Colorado
TXN0000002418,CUST000030,Credit Card,2026-04-06,Debit,Entertainment,Mobile Banking,5744.48,Success,Colorado
TXN0000002419,CUST000030,Savings Account,2026-05-18,Debit,Restaurant,Internet Banking,3727.37,Success,Colorado
TXN0000002420,CUST000030,Savings Account,2025-09-28,Debit,Restaurant,ATM,3552.54,Success,Colorado
TXN0000002421,CUST000030,Savings Account,2025-09-16,Debit,Groceries,Internet Banking,3954.59,Success,Colorado
TXN0000002422,CUST000030,Savings Account,2025-10-31,Debit,Fuel,UPI,5644.21,Success,Colorado
TXN0000002423,CUST000030,Credit Card,2026-02-10,Debit,Utilities,UPI,3009.3,Success,Colorado
TXN0000002424,CUST000030,Credit Card,2025-08-30,Debit,Fuel,POS,5206.06,Success,Colorado
TXN0000002425,CUST000030,Credit Card,2026-07-07,Debit,Insurance,Mobile Banking,3661.28,Success,Colorado
TXN0000002426,CUST000030,Credit Card,2025-10-12,Debit,Groceries,UPI,427.08,Success,Colorado
TXN0000002427,CUST000030,Savings Account,2025-09-15,Debit,Groceries,Mobile Banking,4276.72,Success,Colorado
TXN0000002428,CUST000030,Savings Account,2026-05-01,Credit,Salary Credit,UPI,10880.07,Success,Colorado
TXN0000002429,CUST000030,Savings Account,2026-06-19,Debit,Healthcare,POS,5191.57,Success,Colorado
TXN0000002430,CUST000030,Credit Card,2025-10-16,Debit,Restaurant,Mobile Banking,3678.82,Success,Colorado
TXN0000002431,CUST000030,Credit Card,2025-08-01,Credit,Salary Credit,Internet Banking,35761.88,Success,Colorado
TXN0000002432,CUST000030,Savings Account,2026-03-27,Debit,Restaurant,UPI,2426.64,Success,Colorado
TXN0000002433,CUST000030,Credit Card,2026-05-13,Credit,Salary Credit,UPI,22453.3,Success,Colorado
TXN0000002434,CUST000030,Savings Account,2026-06-27,Debit,Travel,Mobile Banking,5729.16,Success,Colorado
TXN0000002435,CUST000030,Credit Card,2025-08-03,Debit,Groceries,Mobile Banking,5568.48,Success,Colorado
TXN0000002436,CUST000030,Savings Account,2026-06-09,Debit,Shopping,Internet Banking,3957.15,Success,Colorado
TXN0000002437,CUST000030,Savings Account,2025-07-22,Debit,Groceries,POS,2551.95,Success,Colorado
TXN0000002438,CUST000030,Savings Account,2026-04-22,Debit,Entertainment,UPI,956.59,Success,Colorado
TXN0000002439,CUST000030,Credit Card,2025-11-12,Debit,Travel,Mobile Banking,5551.53,Success,Colorado
TXN0000002440,CUST000030,Savings Account,2026-05-12,Debit,Groceries,Internet Banking,4651.12,Success,Colorado
TXN0000002441,CUST000030,Savings Account,2025-11-22,Debit,Insurance,ATM,346.92,Success,Colorado
TXN0000002442,CUST000030,Savings Account,2026-03-29,Debit,Utilities,UPI,3222.02,Success,Colorado
TXN0000002443,CUST000030,Credit Card,2026-01-17,Debit,Groceries,UPI,1832.31,Success,Colorado
TXN0000002444,CUST000030,Credit Card,2025-10-15,Debit,Groceries,Internet Banking,3938.7,Success,Colorado
TXN0000002445,CUST000030,Credit Card,2025-08-22,Debit,Fuel,UPI,692.71,Success,Colorado
TXN0000002446,CUST000030,Savings Account,2026-04-23,Credit,Refund,UPI,30939.33,Success,Colorado
TXN0000002447,CUST000030,Credit Card,2026-01-10,Debit,Groceries,UPI,4957.11,Success,Colorado
TXN0000002448,CUST000030,Savings Account,2025-08-01,Debit,Groceries,Internet Banking,4478.46,Success,Colorado
TXN0000002449,CUST000030,Savings Account,2026-03-13,Debit,Healthcare,Mobile Banking,3542.41,Success,Colorado
TXN0000002450,CUST000030,Credit Card,2025-10-05,Debit,Fuel,UPI,2600.79,Success,Colorado
TXN0000002451,CUST000030,Savings Account,2026-04-20,Debit,Education,UPI,1350.87,Success,Colorado
TXN0000002452,CUST000031,Savings Account,2025-09-26,Credit,Salary Credit,UPI,21282.02,Success,Arkansas
TXN0000002453,CUST000031,Savings Account,2025-11-30,Debit,Restaurant,Internet Banking,462.96,Success,Arkansas
TXN0000002454,CUST000031,Loan Account,2025-08-10,Debit,Shopping,Mobile Banking,866.93,Success,Arkansas
TXN0000002455,CUST000031,Loan Account,2025-08-19,Debit,Fuel,UPI,5722.2,Success,Arkansas
TXN0000002456,CUST000031,Savings Account,2026-06-30,Debit,Utilities,UPI,1784.19,Success,Arkansas
TXN0000002457,CUST000031,Loan Account,2025-11-19,Credit,Salary Credit,Mobile Banking,27337.42,Success,Arkansas
TXN0000002458,CUST000031,Loan Account,2026-01-11,Credit,Salary Credit,UPI,7919.71,Success,Arkansas
TXN0000002459,CUST000031,Savings Account,2026-04-29,Debit,Groceries,POS,1551.98,Success,Arkansas
TXN0000002460,CUST000031,Savings Account,2025-10-18,Debit,Shopping,POS,752.31,Success,Arkansas
TXN0000002461,CUST000031,Savings Account,2026-05-18,Debit,Travel,UPI,4446.43,Success,Arkansas
TXN0000002462,CUST000031,Savings Account,2025-10-03,Debit,Loan EMI,UPI,2985.01,Success,Arkansas
TXN0000002463,CUST000031,Loan Account,2026-06-23,Debit,Healthcare,UPI,2260.84,Success,Arkansas
TXN0000002464,CUST000031,Loan Account,2026-06-17,Debit,Shopping,UPI,458.73,Success,Arkansas
TXN0000002465,CUST000031,Savings Account,2026-02-11,Debit,Groceries,UPI,4304.47,Success,Arkansas
TXN0000002466,CUST000031,Savings Account,2026-05-11,Debit,Fuel,Mobile Banking,1871.4,Success,Arkansas
TXN0000002467,CUST000031,Loan Account,2025-07-27,Debit,Restaurant,POS,1172.18,Success,Arkansas
TXN0000002468,CUST000031,Savings Account,2025-09-24,Debit,Shopping,UPI,1597.19,Success,Arkansas
TXN0000002469,CUST000031,Credit Card,2026-04-19,Debit,Utilities,UPI,5245.79,Success,Arkansas
TXN0000002470,CUST000031,Credit Card,2025-11-27,Credit,Salary Credit,UPI,16439.95,Success,Arkansas
TXN0000002471,CUST000031,Loan Account,2025-11-07,Debit,Restaurant,Mobile Banking,3195.23,Success,Arkansas
TXN0000002472,CUST000031,Credit Card,2025-08-22,Debit,Fuel,UPI,2547.34,Success,Arkansas
TXN0000002473,CUST000031,Loan Account,2025-11-11,Debit,Travel,POS,398.41,Success,Arkansas
TXN0000002474,CUST000031,Loan Account,2025-09-29,Debit,Groceries,POS,3965.11,Success,Arkansas
TXN0000002475,CUST000031,Credit Card,2025-09-18,Debit,Healthcare,ATM,5161.73,Success,Arkansas
TXN0000002476,CUST000031,Savings Account,2026-02-28,Debit,Loan EMI,Mobile Banking,488.1,Success,Arkansas
TXN0000002477,CUST000031,Credit Card,2025-12-18,Debit,Travel,Mobile Banking,1856.01,Success,Arkansas
TXN0000002478,CUST000031,Credit Card,2025-09-09,Debit,Shopping,UPI,1419.72,Success,Arkansas
TXN0000002479,CUST000031,Savings Account,2025-12-10,Debit,Shopping,Internet Banking,3657.62,Success,Arkansas
TXN0000002480,CUST000031,Credit Card,2025-11-05,Credit,Salary Credit,Mobile Banking,26822.99,Success,Arkansas
TXN0000002481,CUST000031,Savings Account,2025-07-21,Debit,Insurance,UPI,4596.95,Success,Arkansas
TXN0000002482,CUST000031,Loan Account,2025-11-22,Debit,Restaurant,Mobile Banking,3538.9,Success,Arkansas
TXN0000002483,CUST000031,Loan Account,2026-04-28,Debit,Insurance,Mobile Banking,1658.27,Success,Arkansas
TXN0000002484,CUST000031,Savings Account,2026-05-15,Debit,Restaurant,POS,4936.9,Success,Arkansas
TXN0000002485,CUST000031,Loan Account,2025-08-21,Debit,Groceries,UPI,4025.61,Success,Arkansas
TXN0000002486,CUST000031,Savings Account,2026-03-10,Debit,Entertainment,Mobile Banking,3319.91,Success,Arkansas
TXN0000002487,CUST000031,Loan Account,2025-11-21,Debit,Restaurant,POS,3126.44,Success,Arkansas
TXN0000002488,CUST000031,Loan Account,2025-10-24,Credit,Salary Credit,UPI,25000.56,Success,Arkansas
TXN0000002489,CUST000031,Savings Account,2025-10-02,Credit,Investment Redemption,Mobile Banking,27869.79,Success,Arkansas
