session_id,customer_id,login_datetime,login_channel,device_type,login_status,session_duration_minutes,activity_type,transactions_in_session,biometric_login,state
SESS0000000709,CUST000027,2026-05-15 03:32:32.167927,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Utah
SESS0000000710,CUST000027,2025-10-07 20:31:32.167943,Mobile App,Android,Success,7,Balance Enquiry,0,Yes,Utah
SESS0000000711,CUST000027,2025-08-07 20:27:32.167959,Mobile App,iPhone,Success,5,Credit Card Payment,1,Yes,Utah
SESS0000000712,CUST000027,2026-05-09 22:54:32.167975,Mobile App,Android,Success,9,Bill Payment,0,Yes,Utah
SESS0000000713,CUST000027,2026-01-26 05:26:32.167991,Mobile App,Android,Success,10,Funds Transfer,1,Yes,Utah
SESS0000000714,CUST000027,2026-03-18 01:34:32.168007,Mobile App,Android,Success,7,Statement Download,0,Yes,Utah
SESS0000000715,CUST000027,2025-08-19 10:46:32.168023,Mobile App,MacBook,Success,5,Service Request,0,No,Utah
SESS0000000716,CUST000027,2026-04-08 01:31:32.168039,Mobile App,iPhone,Success,3,Balance Enquiry,0,Yes,Utah
SESS0000000717,CUST000027,2025-10-10 17:59:32.168055,Mobile App,Android,Success,3,Funds Transfer,0,Yes,Utah
SESS0000000718,CUST000027,2025-11-15 21:07:32.168070,Mobile App,iPhone,Success,15,Balance Enquiry,0,Yes,Utah
SESS0000000719,CUST000027,2025-09-17 13:34:32.168086,Mobile App,iPhone,Success,9,Bill Payment,1,Yes,Utah
SESS0000000720,CUST000027,2026-05-09 00:36:32.168102,Mobile App,Android,Success,5,Funds Transfer,0,Yes,Utah
SESS0000000721,CUST000027,2025-08-07 17:53:32.168117,Mobile App,Android,Success,2,Bill Payment,0,Yes,Utah
SESS0000000722,CUST000027,2025-08-13 19:19:32.168133,Mobile App,Android,Success,20,Balance Enquiry,0,Yes,Utah
SESS0000000723,CUST000027,2025-11-02 20:33:32.168149,Mobile App,iPhone,Success,3,Bill Payment,1,No,Utah
SESS0000000724,CUST000027,2025-12-18 23:25:32.168164,Mobile App,iPhone,Success,6,Loan Account View,0,Yes,Utah
SESS0000000725,CUST000027,2025-08-05 14:06:32.168180,Web Portal,iPhone,Success,3,Credit Card Payment,0,Yes,Utah
SESS0000000726,CUST000027,2025-09-24 08:23:32.168195,Mobile App,Android,Success,2,Bill Payment,0,No,Utah
SESS0000000727,CUST000027,2026-02-05 15:44:32.168211,Web Portal,Android,Success,4,Bill Payment,0,Yes,Utah
SESS0000000728,CUST000027,2025-07-21 13:35:32.168227,Web Portal,Android,Success,3,Service Request,0,No,Utah
SESS0000000729,CUST000027,2026-02-16 12:31:32.168242,Mobile App,Android,Success,2,Bill Payment,1,Yes,Utah
SESS0000000730,CUST000027,2025-07-18 12:43:32.168280,Mobile App,Android,Success,7,Offer Browsing,0,Yes,Utah
SESS0000000731,CUST000027,2025-11-28 05:16:32.168297,Web Portal,Android,Success,3,Loan Account View,0,Yes,Utah
SESS0000000732,CUST000027,2026-01-19 09:08:32.168314,Web Portal,Android,Success,3,Bill Payment,1,No,Utah
SESS0000000733,CUST000027,2026-05-06 11:44:32.168329,Mobile App,Android,Success,4,Loan Account View,0,Yes,Utah
SESS0000000734,CUST000028,2026-01-27 05:06:32.168401,Mobile App,Android,Success,5,Profile Update,0,Yes,Kansas
SESS0000000735,CUST000028,2025-09-20 18:00:32.168419,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Kansas
SESS0000000736,CUST000028,2026-02-17 03:44:32.168436,Web Portal,Android,Success,12,Funds Transfer,1,Yes,Kansas
SESS0000000737,CUST000028,2026-05-22 11:41:32.168452,Mobile App,Android,Success,10,Balance Enquiry,0,Yes,Kansas
SESS0000000738,CUST000028,2025-11-05 01:45:32.168468,Mobile App,Windows,Success,9,Offer Browsing,0,No,Kansas
SESS0000000739,CUST000028,2026-03-04 17:35:32.168484,Web Portal,iPhone,Success,18,Credit Card Payment,1,Yes,Kansas
SESS0000000740,CUST000028,2026-01-02 12:45:32.168500,Mobile App,Windows,Success,2,Balance Enquiry,0,No,Kansas
SESS0000000741,CUST000028,2026-02-10 07:47:32.168516,Mobile App,Android,Success,3,Balance Enquiry,0,No,Kansas
SESS0000000742,CUST000028,2025-11-12 21:23:32.168531,Mobile App,Windows,Success,4,Funds Transfer,0,No,Kansas
SESS0000000743,CUST000028,2026-01-08 17:11:32.168547,Mobile App,Android,Success,6,Credit Card Payment,1,Yes,Kansas
SESS0000000744,CUST000028,2026-03-15 01:52:32.168562,Mobile App,Android,Success,9,Balance Enquiry,0,Yes,Kansas
SESS0000000745,CUST000028,2026-01-07 17:50:32.168578,Mobile App,MacBook,Success,3,Funds Transfer,0,No,Kansas
SESS0000000746,CUST000028,2025-11-04 20:00:32.168594,Mobile App,Android,Success,10,Balance Enquiry,0,No,Kansas
SESS0000000747,CUST000028,2026-05-02 14:11:32.168610,Mobile App,Android,Success,7,Profile Update,0,No,Kansas
SESS0000000748,CUST000028,2025-11-28 01:59:32.168625,Mobile App,Android,Success,9,Statement Download,0,No,Kansas
SESS0000000749,CUST000028,2025-07-15 09:35:32.168641,Web Portal,Android,Success,9,Balance Enquiry,0,Yes,Kansas
SESS0000000750,CUST000028,2025-09-08 20:37:32.168653,Mobile App,Android,Failed,2,Login Failed,0,No,Kansas
SESS0000000751,CUST000028,2026-06-12 04:51:32.168669,Mobile App,Windows,Success,3,Bill Payment,0,No,Kansas
SESS0000000752,CUST000028,2026-02-15 05:32:32.168685,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Kansas
SESS0000000753,CUST000028,2026-05-18 04:06:32.168720,Mobile App,iPhone,Success,5,Funds Transfer,2,Yes,Kansas
SESS0000000754,CUST000028,2026-01-04 17:26:32.168737,Mobile App,Android,Success,4,Profile Update,0,Yes,Kansas
SESS0000000755,CUST000028,2026-06-16 22:19:32.168753,Web Portal,Windows,Success,18,Credit Card Payment,0,No,Kansas
SESS0000000756,CUST000028,2025-10-07 18:08:32.168768,Mobile App,Android,Success,9,Credit Card Payment,0,No,Kansas
SESS0000000757,CUST000028,2026-01-02 02:37:32.168784,Mobile App,iPhone,Success,5,Bill Payment,1,No,Kansas
SESS0000000758,CUST000028,2026-02-10 15:41:32.168800,Mobile App,Android,Success,9,Bill Payment,0,No,Kansas
SESS0000000759,CUST000028,2025-09-24 04:52:32.168816,Mobile App,MacBook,Success,3,Credit Card Payment,1,No,Kansas
SESS0000000760,CUST000028,2025-10-23 18:31:32.168831,Mobile App,iPhone,Success,7,Loan Account View,0,Yes,Kansas
SESS0000000761,CUST000028,2025-08-15 12:21:32.168847,Mobile App,Android,Success,8,Balance Enquiry,0,Yes,Kansas
SESS0000000762,CUST000028,2025-08-18 21:54:32.168863,Mobile App,iPhone,Success,17,Balance Enquiry,0,Yes,Kansas
SESS0000000763,CUST000028,2026-03-17 18:00:32.168879,Mobile App,MacBook,Success,2,Balance Enquiry,0,No,Kansas
SESS0000000764,CUST000028,2025-11-24 09:57:32.168895,Mobile App,Android,Success,5,Profile Update,0,No,Kansas
SESS0000000765,CUST000028,2025-11-15 11:25:32.168911,Web Portal,Android,Success,18,Balance Enquiry,0,Yes,Kansas
SESS0000000766,CUST000028,2025-07-21 22:05:32.168927,Mobile App,Android,Success,2,Profile Update,0,Yes,Kansas
SESS0000000767,CUST000028,2025-09-03 13:53:32.168942,Mobile App,Android,Success,2,Balance Enquiry,0,No,Kansas
SESS0000000768,CUST000028,2026-05-14 23:30:32.168958,Web Portal,Android,Success,2,Bill Payment,0,Yes,Kansas
SESS0000000769,CUST000028,2026-03-06 15:43:32.168974,Mobile App,Android,Success,2,Statement Download,0,Yes,Kansas
SESS0000000770,CUST000028,2026-06-26 09:50:32.168989,Mobile App,Android,Success,14,Balance Enquiry,0,Yes,Kansas
SESS0000000771,CUST000028,2026-04-13 14:03:32.169005,Mobile App,iPhone,Success,8,Offer Browsing,0,Yes,Kansas
SESS0000000772,CUST000028,2026-04-08 03:44:32.169020,Mobile App,Windows,Success,13,Profile Update,0,No,Kansas
SESS0000000773,CUST000028,2025-10-25 19:54:32.169036,Web Portal,iPhone,Success,6,Profile Update,0,Yes,Kansas
SESS0000000774,CUST000028,2026-06-04 13:41:32.169051,Mobile App,Android,Success,4,Loan Account View,0,Yes,Kansas
SESS0000000775,CUST000028,2025-07-18 03:39:32.169067,Mobile App,iPhone,Success,4,Funds Transfer,1,Yes,Kansas
SESS0000000776,CUST000028,2025-12-24 14:40:32.169083,Mobile App,Android,Success,3,Bill Payment,0,Yes,Kansas
SESS0000000777,CUST000028,2026-05-01 14:14:32.169098,Web Portal,Windows,Success,4,Funds Transfer,2,No,Kansas
SESS0000000778,CUST000029,2026-05-08 18:32:32.169173,Mobile App,Android,Success,2,Balance Enquiry,0,Yes,California
SESS0000000779,CUST000029,2026-06-23 12:54:32.169192,Mobile App,Android,Success,6,Bill Payment,0,No,California
SESS0000000780,CUST000029,2025-11-10 03:31:32.169208,Mobile App,Android,Success,2,Credit Card Payment,1,No,California
SESS0000000781,CUST000029,2025-12-18 03:34:32.169224,Web Portal,Android,Success,15,Funds Transfer,0,Yes,California
SESS0000000782,CUST000029,2025-10-14 05:09:32.169240,Mobile App,iPhone,Success,5,Balance Enquiry,0,Yes,California
SESS0000000783,CUST000029,2025-11-06 06:36:32.169256,Mobile App,iPhone,Success,7,Profile Update,0,Yes,California
SESS0000000784,CUST000029,2026-06-24 09:59:32.169272,Mobile App,Android,Success,6,Balance Enquiry,0,No,California
SESS0000000785,CUST000029,2026-03-07 09:12:32.169287,Web Portal,Android,Success,2,Bill Payment,0,Yes,California
SESS0000000786,CUST000029,2025-12-17 01:05:32.169303,Mobile App,Windows,Success,8,Funds Transfer,1,No,California
SESS0000000787,CUST000029,2026-06-25 22:27:32.169319,Mobile App,Android,Success,2,Balance Enquiry,0,Yes,California
SESS0000000788,CUST000029,2025-07-24 21:08:32.169334,Mobile App,Windows,Success,19,Credit Card Payment,0,No,California
SESS0000000789,CUST000029,2026-01-16 07:54:32.169350,Mobile App,Android,Success,5,Funds Transfer,0,No,California
SESS0000000790,CUST000029,2026-05-20 17:08:32.169366,Mobile App,iPhone,Success,4,Bill Payment,1,Yes,California
SESS0000000791,CUST000029,2026-01-09 15:13:32.169381,Mobile App,Android,Success,18,Balance Enquiry,0,No,California
SESS0000000792,CUST000029,2026-06-18 05:23:32.169398,Mobile App,Android,Success,5,Offer Browsing,0,Yes,California
SESS0000000793,CUST000029,2025-10-22 03:01:32.169413,Web Portal,iPhone,Success,10,Balance Enquiry,0,Yes,California
SESS0000000794,CUST000029,2025-12-28 11:41:32.169429,Mobile App,iPhone,Success,17,Profile Update,0,Yes,California
SESS0000000795,CUST000029,2026-05-14 15:06:32.169444,Mobile App,Android,Success,5,Bill Payment,1,Yes,California
SESS0000000796,CUST000029,2026-05-11 08:48:32.169460,Mobile App,Android,Success,9,Balance Enquiry,0,Yes,California
SESS0000000797,CUST000029,2025-11-30 02:04:32.169475,Mobile App,Android,Success,2,Funds Transfer,1,Yes,California
SESS0000000798,CUST000029,2025-12-06 01:04:32.169491,Mobile App,Android,Success,4,Balance Enquiry,0,No,California
SESS0000000799,CUST000029,2025-12-06 01:47:32.169507,Mobile App,Android,Success,16,Balance Enquiry,0,Yes,California
SESS0000000800,CUST000029,2026-05-29 17:35:32.169522,Mobile App,iPhone,Success,3,Profile Update,0,Yes,California
SESS0000000801,CUST000029,2026-02-24 00:31:32.169538,Mobile App,Windows,Success,7,Statement Download,0,No,California
SESS0000000802,CUST000029,2025-09-04 05:04:32.169554,Mobile App,Android,Success,3,Balance Enquiry,0,Yes,California
SESS0000000803,CUST000029,2025-07-15 01:36:32.169569,Web Portal,Android,Success,5,Loan Account View,0,Yes,California
SESS0000000804,CUST000029,2025-11-16 03:54:32.169585,Mobile App,Android,Success,3,Balance Enquiry,0,No,California
SESS0000000805,CUST000029,2026-05-25 14:12:32.169601,Mobile App,iPhone,Success,6,Statement Download,0,Yes,California
SESS0000000806,CUST000029,2025-08-01 07:23:32.169616,Mobile App,Android,Success,3,Funds Transfer,0,Yes,California
SESS0000000807,CUST000029,2025-12-08 20:32:32.169632,Mobile App,Android,Success,6,Reward Redemption,1,Yes,California
SESS0000000808,CUST000029,2025-07-29 10:17:32.169648,Web Portal,Android,Success,5,Statement Download,0,No,California
SESS0000000809,CUST000029,2026-01-18 11:41:32.169663,Web Portal,iPhone,Success,3,Credit Card Payment,1,Yes,California
SESS0000000810,CUST000029,2025-08-17 04:31:32.169679,Mobile App,iPhone,Success,4,Bill Payment,0,Yes,California
SESS0000000811,CUST000029,2025-08-21 08:24:32.169718,Mobile App,iPhone,Success,4,Bill Payment,1,Yes,California
SESS0000000812,CUST000029,2025-09-19 05:16:32.169735,Mobile App,iPhone,Success,3,Balance Enquiry,0,Yes,California
SESS0000000813,CUST000029,2026-02-24 20:14:32.169751,Mobile App,Android,Success,20,Profile Update,0,Yes,California
SESS0000000814,CUST000029,2026-04-07 15:13:32.169767,Mobile App,Windows,Success,4,Balance Enquiry,0,No,California
SESS0000000815,CUST000029,2025-07-22 03:53:32.169782,Web Portal,Android,Success,5,Bill Payment,0,No,California
SESS0000000816,CUST000029,2026-01-14 05:47:32.169798,Web Portal,iPhone,Success,7,Profile Update,0,No,California
SESS0000000817,CUST000029,2026-03-20 06:10:32.169815,Web Portal,Android,Success,2,Balance Enquiry,0,No,California
SESS0000000818,CUST000029,2026-01-10 18:42:32.169831,Mobile App,Windows,Success,9,Funds Transfer,0,No,California
SESS0000000819,CUST000029,2025-12-19 13:40:32.169846,Mobile App,Android,Success,14,Credit Card Payment,1,Yes,California
SESS0000000820,CUST000029,2025-08-24 13:39:32.169862,Mobile App,Windows,Success,3,Credit Card Payment,1,No,California
SESS0000000821,CUST000029,2025-09-11 03:59:32.169877,Mobile App,Android,Success,4,Balance Enquiry,0,No,California
SESS0000000822,CUST000029,2025-08-06 05:54:32.169893,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,California
SESS0000000823,CUST000029,2025-09-24 14:53:32.169909,Mobile App,Android,Success,3,Loan Account View,0,Yes,California
SESS0000000824,CUST000029,2025-09-17 20:51:32.169924,Mobile App,iPhone,Success,5,Profile Update,0,Yes,California
SESS0000000825,CUST000029,2026-05-08 13:49:32.169940,Mobile App,Android,Success,4,Statement Download,0,Yes,California
SESS0000000826,CUST000030,2026-02-13 12:24:32.170016,Web Portal,iPhone,Success,2,Service Request,0,Yes,Colorado
SESS0000000827,CUST000030,2026-02-18 06:29:32.170035,Mobile App,Android,Success,2,Loan Account View,0,Yes,Colorado
SESS0000000828,CUST000030,2025-10-28 20:19:32.170048,Mobile App,Android,Failed,4,Login Failed,0,Yes,Colorado
SESS0000000829,CUST000030,2026-03-15 12:12:32.170064,Mobile App,Android,Success,11,Statement Download,0,No,Colorado
SESS0000000830,CUST000030,2026-05-31 08:56:32.170080,Mobile App,Android,Success,13,Balance Enquiry,0,Yes,Colorado
SESS0000000831,CUST000030,2025-08-16 02:35:32.170096,Mobile App,Android,Success,10,Balance Enquiry,0,No,Colorado
SESS0000000832,CUST000030,2026-02-06 19:12:32.170112,Mobile App,Android,Success,3,Balance Enquiry,0,Yes,Colorado
SESS0000000833,CUST000030,2026-04-03 02:11:32.170128,Mobile App,Android,Success,8,Funds Transfer,1,No,Colorado
SESS0000000834,CUST000030,2025-11-18 21:45:32.170144,Mobile App,Android,Success,5,Offer Browsing,0,Yes,Colorado
SESS0000000835,CUST000030,2026-04-24 02:21:32.170160,Mobile App,Android,Success,11,Bill Payment,1,Yes,Colorado
SESS0000000836,CUST000031,2025-09-30 14:55:32.170228,Mobile App,Android,Success,3,Funds Transfer,0,Yes,Arkansas
SESS0000000837,CUST000031,2025-12-04 10:59:32.170247,Mobile App,Android,Success,10,Balance Enquiry,0,Yes,Arkansas
SESS0000000838,CUST000031,2026-03-18 14:14:32.170264,Web Portal,Android,Success,7,Bill Payment,0,Yes,Arkansas
SESS0000000839,CUST000031,2026-05-18 09:31:32.170280,Web Portal,Windows,Success,4,Funds Transfer,1,No,Arkansas
SESS0000000840,CUST000031,2026-05-21 11:45:32.170296,Web Portal,iPhone,Success,5,Statement Download,0,Yes,Arkansas
SESS0000000841,CUST000031,2025-08-01 01:50:32.170312,Mobile App,Android,Success,3,Funds Transfer,0,No,Arkansas
SESS0000000842,CUST000031,2025-10-31 09:47:32.170327,Mobile App,Android,Success,10,Funds Transfer,0,Yes,Arkansas
SESS0000000843,CUST000031,2026-01-18 02:46:32.170343,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Arkansas
SESS0000000844,CUST000031,2026-05-12 08:34:32.170359,Mobile App,Android,Success,17,Profile Update,0,Yes,Arkansas
SESS0000000845,CUST000031,2025-07-17 03:54:32.170375,Mobile App,Android,Success,7,Balance Enquiry,0,No,Arkansas
SESS0000000846,CUST000032,2026-01-20 04:40:32.170443,Mobile App,MacBook,Success,4,Balance Enquiry,0,No,Texas
SESS0000000847,CUST000032,2025-09-21 05:59:32.170462,Mobile App,Android,Success,2,Funds Transfer,1,Yes,Texas
SESS0000000848,CUST000032,2025-11-01 08:13:32.170478,Mobile App,MacBook,Success,2,Bill Payment,1,No,Texas
SESS0000000849,CUST000032,2025-08-04 17:14:32.170494,Mobile App,Android,Success,8,Balance Enquiry,0,No,Texas
SESS0000000850,CUST000032,2025-11-28 22:19:32.170510,Mobile App,Android,Success,18,Statement Download,0,Yes,Texas
SESS0000000851,CUST000032,2026-02-25 07:39:32.170526,Mobile App,iPhone,Success,5,Funds Transfer,0,Yes,Texas
SESS0000000852,CUST000032,2026-05-26 07:41:32.170542,Web Portal,Android,Success,5,Balance Enquiry,0,No,Texas
SESS0000000853,CUST000032,2025-10-23 19:32:32.170558,Mobile App,Android,Success,4,Funds Transfer,1,Yes,Texas
SESS0000000854,CUST000032,2026-05-24 12:38:32.170573,Web Portal,Android,Success,3,Reward Redemption,1,Yes,Texas
SESS0000000855,CUST000032,2026-05-05 04:35:32.170589,Mobile App,Windows,Success,5,Balance Enquiry,0,No,Texas
SESS0000000856,CUST000032,2025-09-22 01:33:32.170605,Mobile App,iPhone,Success,6,Balance Enquiry,0,Yes,Texas
SESS0000000857,CUST000032,2026-04-30 09:20:32.170621,Mobile App,Android,Success,8,Balance Enquiry,0,No,Texas
SESS0000000858,CUST000032,2026-07-08 12:39:32.170636,Web Portal,iPhone,Success,2,Balance Enquiry,0,Yes,Texas
SESS0000000859,CUST000032,2025-12-13 02:06:32.170652,Web Portal,Android,Success,18,Offer Browsing,0,Yes,Texas
SESS0000000860,CUST000032,2026-04-12 00:30:32.170667,Mobile App,Android,Success,3,Balance Enquiry,0,Yes,Texas
SESS0000000861,CUST000032,2025-12-22 18:26:32.170683,Mobile App,MacBook,Success,5,Bill Payment,1,No,Texas
SESS0000000862,CUST000032,2026-06-17 06:09:32.170719,Mobile App,Android,Success,11,Statement Download,0,Yes,Texas
SESS0000000863,CUST000032,2025-10-19 15:06:32.170736,Mobile App,Windows,Success,4,Statement Download,0,No,Texas
SESS0000000864,CUST000032,2026-06-03 20:47:32.170752,Mobile App,Android,Success,10,Bill Payment,1,No,Texas
SESS0000000865,CUST000032,2025-09-09 22:55:32.170767,Mobile App,iPhone,Success,5,Balance Enquiry,0,Yes,Texas
SESS0000000866,CUST000032,2025-11-07 06:29:32.170783,Mobile App,Android,Success,6,Funds Transfer,2,Yes,Texas
SESS0000000867,CUST000032,2026-05-11 15:23:32.170799,Mobile App,MacBook,Success,8,Balance Enquiry,0,No,Texas
SESS0000000868,CUST000032,2025-08-15 22:42:32.170814,Mobile App,Android,Success,9,Funds Transfer,0,Yes,Texas
SESS0000000869,CUST000032,2026-05-24 23:16:32.170830,Mobile App,iPhone,Success,7,Funds Transfer,0,Yes,Texas
SESS0000000870,CUST000032,2026-01-15 11:34:32.170845,Mobile App,Android,Success,7,Bill Payment,0,Yes,Texas
SESS0000000871,CUST000032,2026-06-04 02:50:32.170861,Mobile App,Android,Success,2,Bill Payment,0,Yes,Texas
SESS0000000872,CUST000032,2026-06-27 09:25:32.170876,Web Portal,Android,Success,4,Balance Enquiry,0,No,Texas
SESS0000000873,CUST000032,2025-12-15 22:14:32.170892,Mobile App,MacBook,Success,18,Bill Payment,1,No,Texas
SESS0000000874,CUST000032,2026-01-18 16:09:32.170908,Mobile App,iPhone,Success,4,Funds Transfer,0,Yes,Texas
SESS0000000875,CUST000032,2026-01-12 14:51:32.170924,Mobile App,Android,Success,18,Loan Account View,0,Yes,Texas
SESS0000000876,CUST000032,2026-01-10 03:47:32.170939,Mobile App,Android,Success,3,Funds Transfer,2,No,Texas
SESS0000000877,CUST000032,2026-06-28 23:47:32.170955,Mobile App,Android,Success,7,Funds Transfer,2,Yes,Texas
SESS0000000878,CUST000032,2026-01-09 10:56:32.170971,Mobile App,Android,Success,2,Bill Payment,1,Yes,Texas
SESS0000000879,CUST000032,2025-10-06 23:15:32.170986,Web Portal,Android,Success,2,Loan Account View,0,Yes,Texas
SESS0000000880,CUST000033,2026-02-09 12:39:32.171061,Mobile App,Android,Success,2,Bill Payment,0,Yes,West Virginia
SESS0000000881,CUST000033,2025-11-22 18:58:32.171080,Web Portal,Android,Success,19,Funds Transfer,0,Yes,West Virginia
SESS0000000882,CUST000033,2025-07-11 21:46:32.171096,Mobile App,Android,Success,3,Statement Download,0,No,West Virginia
SESS0000000883,CUST000033,2026-06-20 09:33:32.171112,Mobile App,Android,Success,5,Loan Account View,0,Yes,West Virginia
SESS0000000884,CUST000033,2026-06-08 08:23:32.171128,Mobile App,Android,Success,5,Loan Account View,0,Yes,West Virginia
SESS0000000885,CUST000033,2025-08-04 08:15:32.171144,Mobile App,Android,Success,6,Funds Transfer,0,Yes,West Virginia
SESS0000000886,CUST000033,2026-06-24 06:31:32.171160,Web Portal,iPhone,Success,9,Credit Card Payment,0,Yes,West Virginia
SESS0000000887,CUST000033,2025-12-02 22:31:32.171176,Mobile App,MacBook,Success,4,Statement Download,0,No,West Virginia
SESS0000000888,CUST000033,2026-05-26 09:28:32.171192,Mobile App,Android,Success,4,Statement Download,0,Yes,West Virginia
SESS0000000889,CUST000033,2026-05-06 07:41:32.171207,Mobile App,Android,Success,4,Bill Payment,0,Yes,West Virginia
SESS0000000890,CUST000033,2026-03-19 04:14:32.171223,Mobile App,Android,Success,8,Funds Transfer,2,No,West Virginia
SESS0000000891,CUST000033,2026-02-26 02:09:32.171238,Mobile App,Android,Success,7,Loan Account View,0,Yes,West Virginia
SESS0000000892,CUST000034,2026-06-16 23:32:32.171305,Mobile App,Android,Success,8,Funds Transfer,1,No,Colorado
SESS0000000893,CUST000034,2026-05-14 14:45:32.171324,Mobile App,Android,Success,2,Bill Payment,1,Yes,Colorado
SESS0000000894,CUST000034,2026-04-26 16:57:32.171340,Mobile App,iPhone,Success,17,Bill Payment,1,Yes,Colorado
SESS0000000895,CUST000034,2026-06-16 07:18:32.171356,Mobile App,Windows,Success,2,Balance Enquiry,0,No,Colorado
SESS0000000896,CUST000034,2026-03-20 04:24:32.171372,Mobile App,iPhone,Success,12,Loan Account View,0,No,Colorado
SESS0000000897,CUST000034,2025-10-05 18:10:32.171388,Web Portal,MacBook,Success,10,Service Request,0,No,Colorado
SESS0000000898,CUST000034,2026-01-21 09:26:32.171404,Mobile App,Android,Success,4,Bill Payment,0,No,Colorado
SESS0000000899,CUST000034,2026-01-04 14:55:32.171425,Mobile App,iPhone,Success,8,Reward Redemption,1,Yes,Colorado
SESS0000000900,CUST000034,2025-10-06 09:28:32.171440,Web Portal,Android,Success,10,Loan Account View,0,Yes,Colorado
SESS0000000901,CUST000034,2025-09-17 01:37:32.171456,Web Portal,Android,Success,3,Funds Transfer,0,Yes,Colorado
SESS0000000902,CUST000034,2026-05-05 15:24:32.171472,Mobile App,Android,Success,6,Offer Browsing,0,Yes,Colorado
SESS0000000903,CUST000034,2025-07-09 08:10:32.171488,Mobile App,Android,Success,10,Balance Enquiry,0,No,Colorado
SESS0000000904,CUST000034,2025-12-10 20:49:32.171504,Mobile App,Android,Success,8,Funds Transfer,1,No,Colorado
SESS0000000905,CUST000034,2026-04-22 16:40:32.171519,Mobile App,iPhone,Success,5,Loan Account View,0,Yes,Colorado
SESS0000000906,CUST000034,2025-10-29 07:14:32.171535,Mobile App,Android,Success,5,Balance Enquiry,0,No,Colorado
SESS0000000907,CUST000034,2025-11-30 01:00:32.171551,Mobile App,MacBook,Success,4,Offer Browsing,0,No,Colorado
SESS0000000908,CUST000034,2026-02-25 21:29:32.171566,Mobile App,Android,Success,3,Profile Update,0,Yes,Colorado
SESS0000000909,CUST000034,2025-10-04 23:26:32.171582,Mobile App,Android,Success,5,Bill Payment,0,No,Colorado
SESS0000000910,CUST000034,2026-02-07 13:32:32.171598,Mobile App,Android,Success,2,Funds Transfer,1,Yes,Colorado
SESS0000000911,CUST000034,2026-05-28 17:27:32.171613,Mobile App,Android,Success,8,Bill Payment,1,Yes,Colorado
SESS0000000912,CUST000034,2025-07-11 18:57:32.171628,Web Portal,iPhone,Success,12,Loan Account View,0,Yes,Colorado
SESS0000000913,CUST000035,2025-08-17 21:17:32.171716,Mobile App,Android,Success,5,Loan Account View,0,Yes,Oregon
SESS0000000914,CUST000035,2025-08-17 14:44:32.171736,Web Portal,iPhone,Success,3,Statement Download,0,Yes,Oregon
SESS0000000915,CUST000035,2025-08-28 04:37:32.171753,Mobile App,Android,Success,9,Funds Transfer,1,Yes,Oregon
SESS0000000916,CUST000035,2025-10-30 20:52:32.171768,Mobile App,Android,Success,5,Statement Download,0,No,Oregon
SESS0000000917,CUST000035,2026-01-23 09:35:32.171784,Mobile App,Windows,Success,9,Funds Transfer,1,No,Oregon
SESS0000000918,CUST000035,2025-09-04 03:34:32.171800,Mobile App,Android,Success,4,Profile Update,0,No,Oregon
SESS0000000919,CUST000035,2025-12-10 04:26:32.171816,Mobile App,Android,Success,5,Statement Download,0,No,Oregon
SESS0000000920,CUST000035,2026-03-16 22:21:32.171831,Mobile App,Android,Success,6,Statement Download,0,Yes,Oregon
SESS0000000921,CUST000035,2026-05-22 18:56:32.171847,Web Portal,Android,Success,2,Balance Enquiry,0,Yes,Oregon
SESS0000000922,CUST000035,2026-03-13 07:26:32.171862,Mobile App,MacBook,Success,4,Funds Transfer,2,No,Oregon
SESS0000000923,CUST000035,2025-10-25 04:27:32.171878,Mobile App,Windows,Success,3,Balance Enquiry,0,No,Oregon
SESS0000000924,CUST000035,2025-08-07 05:09:32.171893,Web Portal,iPhone,Success,4,Credit Card Payment,1,Yes,Oregon
SESS0000000925,CUST000035,2026-05-20 17:40:32.171909,Mobile App,iPhone,Success,10,Balance Enquiry,0,Yes,Oregon
SESS0000000926,CUST000035,2026-02-22 20:41:32.171925,Mobile App,iPhone,Success,4,Funds Transfer,0,Yes,Oregon
SESS0000000927,CUST000035,2025-12-25 16:46:32.171940,Mobile App,Android,Success,4,Credit Card Payment,0,Yes,Oregon
SESS0000000928,CUST000035,2025-09-23 13:36:32.171956,Mobile App,Android,Success,6,Funds Transfer,1,Yes,Oregon
SESS0000000929,CUST000035,2025-08-27 01:44:32.171971,Mobile App,Windows,Success,3,Balance Enquiry,0,No,Oregon
SESS0000000930,CUST000035,2026-07-06 08:33:32.171987,Mobile App,Android,Success,5,Statement Download,0,Yes,Oregon
SESS0000000931,CUST000035,2026-05-28 13:50:32.172003,Mobile App,Android,Success,5,Funds Transfer,2,No,Oregon
SESS0000000932,CUST000035,2025-12-03 02:07:32.172018,Mobile App,Android,Success,5,Reward Redemption,0,Yes,Oregon
SESS0000000933,CUST000035,2025-07-27 08:44:32.172031,Mobile App,Android,Failed,4,Login Failed,0,Yes,Oregon
